"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","originaltext"
"266"," watched the first 4 episodes of the new season of  i love this show so much ",FALSE,0,NA,2019-07-08 02:57:42,FALSE,NA,"1148063581994389505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JJohnson_girl",112,TRUE,FALSE,NA,NA,"RT @NiallOfficial: Watched the first 4 episodes of the new season of @Stranger_Things. I love this show so much <U+0001F60D>"
"267"," winona ryder in stranger things s3 2019 ",FALSE,0,NA,2019-07-08 02:57:42,FALSE,NA,"1148063580622925824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tendsbar",4355,TRUE,FALSE,NA,NA,"RT @katiexdelrey: winona ryder in stranger things s3 (2019) https://t.co/jElmzqseh6"
"268","if they didnt waste time by doing that fucking musical number in stranger things that death wouldnt have occurred ",FALSE,0,NA,2019-07-08 02:57:42,TRUE,NA,"1148063580052492289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pulwarty",0,FALSE,FALSE,NA,NA,"If they didn’t waste time by doing that fucking musical number in Stranger Things that death wouldn’t have occurred… https://t.co/LZVL7V4hl4"
"269","chorei tanto no ep final de stranger things ",FALSE,0,NA,2019-07-08 02:57:41,FALSE,NA,"1148063576831266816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mamalimah",0,FALSE,FALSE,NA,NA,"Chorei tanto no ep final de Stranger Things <U+0001F62D>"
"270","just finished stranger things 3 and wow didnt plan on bawling my fucking eyes out today but here i am",FALSE,0,NA,2019-07-08 02:57:40,FALSE,NA,"1148063574637588481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jhauls_",0,FALSE,FALSE,NA,NA,"just finished stranger things 3 and wow didn’t plan on bawling my fucking eyes out today but here i am!"
"271"," winona ryder in stranger things s3 2019 ",FALSE,0,NA,2019-07-08 02:57:40,FALSE,NA,"1148063572863275009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Gonzo_42",4355,TRUE,FALSE,NA,NA,"RT @katiexdelrey: winona ryder in stranger things s3 (2019) https://t.co/jElmzqseh6"
"272","ive just watched episode s03e08 of stranger things  tvtime  ",FALSE,0,NA,2019-07-08 02:57:40,FALSE,NA,"1148063572490182656",NA,"<a href=""https://www.tvtime.com"" rel=""nofollow"">TV Time, TV show tracker</a>","scarletweitch",0,FALSE,FALSE,NA,NA,"I've just watched episode S03E08 of Stranger Things!  #tvtime https://t.co/ZPGJhagfeD https://t.co/Ht5rn5aycW"
"273"," winona ryder in stranger things s3 2019 ",FALSE,0,NA,2019-07-08 02:57:39,FALSE,NA,"1148063570627825665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nadjacydney",4355,TRUE,FALSE,NA,NA,"RT @katiexdelrey: winona ryder in stranger things s3 (2019) https://t.co/jElmzqseh6"
"274"," this is my sister my sister loves stranger things please force her to get a steve harrington body pillow dont let this",FALSE,0,NA,2019-07-08 02:57:38,FALSE,NA,"1148063566395654144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lololololkatie",791,TRUE,FALSE,NA,NA,"RT @BANDITOSDJH: this is my sister. my sister loves stranger things. PLEASE force her to get a steve harrington body pillow. don’t let this…"
"275","stranger things but every character is billy",FALSE,0,NA,2019-07-08 02:57:38,FALSE,NA,"1148063566077059073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snoth0t",0,FALSE,FALSE,NA,NA,"Stranger things but every character is billy"
"276"," lmao my mom phoned netflix just to talk to someone and say stranger things is the best thing theyve ever done hahaha",FALSE,0,NA,2019-07-08 02:57:38,FALSE,NA,"1148063565779070976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skinnyfer",5315,TRUE,FALSE,NA,NA,"RT @BillionaireFox: LMAO MY MOM PHONED NETFLIX JUST TO TALK TO SOMEONE AND SAY STRANGER THINGS IS THE BEST THING THEYVE EVER DONE HAHAHA"
"277"," me finishing stranger things s3 last night ",FALSE,0,NA,2019-07-08 02:57:38,FALSE,NA,"1148063563585589249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briasue",40,TRUE,FALSE,NA,NA,"RT @neenaXCIII: Me finishing Stranger Things s.3 last night https://t.co/EDfYtYqaX7"
"278","the fact that stranger things was made by chapman alum so proud im beyond grateful to go to my school",FALSE,0,NA,2019-07-08 02:57:38,FALSE,NA,"1148063562759364615",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","giannananaa",0,FALSE,FALSE,NA,NA,"The fact that Stranger Things was made by CHAPMAN ALUM. So proud. I’m beyond grateful to go to my school."
"279"," watched the first 4 episodes of the new season of  i love this show so much ",FALSE,0,NA,2019-07-08 02:57:37,FALSE,NA,"1148063562130235396",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fexgrande",112,TRUE,FALSE,NA,NA,"RT @NiallOfficial: Watched the first 4 episodes of the new season of @Stranger_Things. I love this show so much <U+0001F60D>"
"280","winona ryder in stranger things im handing her the adoption papers as i speak",FALSE,0,NA,2019-07-08 02:57:37,FALSE,NA,"1148063560213454848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zacharyIevi",0,FALSE,FALSE,NA,NA,"winona ryder in stranger things... i’m handing her the adoption papers as i speak"
"281"," winona ryder in stranger things s3 2019 ",FALSE,0,NA,2019-07-08 02:57:37,FALSE,NA,"1148063559403876353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keesa_eleana",4355,TRUE,FALSE,NA,NA,"RT @katiexdelrey: winona ryder in stranger things s3 (2019) https://t.co/jElmzqseh6"
"282","  this is the only way to watch stranger things he and winona age the only characters right",FALSE,0,"GalacticJonah",2019-07-08 02:57:36,FALSE,"1147980523916148736","1148063557252210688","3422260523","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kellymckelly",0,FALSE,FALSE,NA,NA,"@GalacticJonah @Bberneri This is the only way to watch Stranger Things, he and Winona age the only characters, right?"
"283"," winona ryder in stranger things s3 2019 ",FALSE,0,NA,2019-07-08 02:57:36,FALSE,NA,"1148063556375654400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_martabean",4355,TRUE,FALSE,NA,NA,"RT @katiexdelrey: winona ryder in stranger things s3 (2019) https://t.co/jElmzqseh6"
"284"," my twitter feed rn be likehot girl summer earthquakestranger thingsprincess ariel earthquakeearthquakemus",FALSE,0,NA,2019-07-08 02:57:35,FALSE,NA,"1148063553380933634",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenni_sills",14298,TRUE,FALSE,NA,NA,"RT @imlowkeycool: My twitter feed rn be like:

-hot girl summer 
-earthquake
-Stranger Things
-princess Ariel 
-earthquake
-earthquake
-mus…"
"285","stranger things finale here we go bois its boutta get lit in here the season just keeps getting better and better",FALSE,0,NA,2019-07-08 02:57:35,FALSE,NA,"1148063551522856962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JakeCiraco31",0,FALSE,FALSE,NA,NA,"Stranger Things finale here we go bois it’s boutta get lit in here the season just keeps getting better and better"
"286","how hopper looked after seeing el and mike just chill  strangersthings  ",FALSE,0,NA,2019-07-08 02:57:35,FALSE,NA,"1148063550511964160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fxmous_Drippy",0,FALSE,FALSE,NA,NA,"How Hopper looked after seeing El and Mike “Just Chill” <U+0001F602><U+0001F602> #StrangersThings @Stranger_Things https://t.co/lZQpmIynBr"
"287"," my twitter feed rn be likehot girl summer earthquakestranger thingsprincess ariel earthquakeearthquakemus",FALSE,0,NA,2019-07-08 02:57:35,FALSE,NA,"1148063550398783489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mb3r_knapp",14298,TRUE,FALSE,NA,NA,"RT @imlowkeycool: My twitter feed rn be like:

-hot girl summer 
-earthquake
-Stranger Things
-princess Ariel 
-earthquake
-earthquake
-mus…"
"288","alright its season 3 of stranger things time",FALSE,0,NA,2019-07-08 02:57:34,FALSE,NA,"1148063548414861312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","virginfriendly",0,FALSE,FALSE,NA,NA,"alright it’s season 3 of stranger things time"
"289","i swear if i accidentally read one more stranger things spoiler im quitting social media it hasnt even been released for 5 days ",FALSE,0,NA,2019-07-08 02:57:34,FALSE,NA,"1148063546506383361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CottonMouthJo3",0,FALSE,FALSE,NA,NA,"I swear if I accidentally read one more stranger things spoiler I'm quitting social media. It hasnt even been released for 5 days <U+0001F641>"
"290","need to finish stranger things before there is any spoilers",FALSE,0,NA,2019-07-08 02:57:32,FALSE,NA,"1148063540680384512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SayliSnow",0,FALSE,FALSE,NA,NA,"Need to finish Stranger Things before there is any spoilers"
"291"," winona ryder in stranger things s3 2019 ",FALSE,0,NA,2019-07-08 02:57:32,FALSE,NA,"1148063539434672128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_alyssa_rubi",4355,TRUE,FALSE,NA,NA,"RT @katiexdelrey: winona ryder in stranger things s3 (2019) https://t.co/jElmzqseh6"
"292"," stranger things 2016 ",FALSE,0,NA,2019-07-08 02:57:32,FALSE,NA,"1148063538591612929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dam_reid",1018,TRUE,FALSE,NA,NA,"RT @JimHalpert__: Stranger Things (2016) https://t.co/s2vYLaQOdR"
"293","stranger things made a major mistake with the showing of back to the futurethe used scenes from the 2nd one when ",FALSE,0,NA,2019-07-08 02:57:31,TRUE,NA,"1148063537450737664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leftyalexa16",0,FALSE,FALSE,NA,NA,"Stranger Things made a major mistake with the showing of Back to the Future...the used scenes from the 2nd one when… https://t.co/k13XjkkQ7d"
"294","stranger things fan theories explain why this character is totally still alive  ",FALSE,0,NA,2019-07-08 02:57:31,FALSE,NA,"1148063534024183808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beaunicoletiful",0,FALSE,FALSE,NA,NA,"'Stranger Things' fan theories explain why this character is totally still alive https://t.co/VbxEAHypap via @Mashable"
"295"," that white dude in stranger things is getting hyped again so let me redirect you to power rangers ",FALSE,0,NA,2019-07-08 02:57:30,FALSE,NA,"1148063533130797056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ship_the_Ladies",433,TRUE,FALSE,NA,NA,"RT @TheWeirdologist: That white dude in Stranger Things is getting hyped again so let me redirect you to Power Rangers https://t.co/eeGtaRt…"
"296","i cried too much when el read the letter from hopper   strangerthingsseason3",FALSE,0,NA,2019-07-08 02:57:30,FALSE,NA,"1148063532656791552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DelilahsMama3",0,FALSE,FALSE,NA,NA,"I cried too much when El read the letter from Hopper. @Stranger_Things  #strangerthingsseason3"
"297","finished stranger things death would literally be less painful",FALSE,0,NA,2019-07-08 02:57:30,FALSE,NA,"1148063532635893761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kelseyycarter",0,FALSE,FALSE,NA,NA,"Finished Stranger Things death would literally be less painful"
"298","s3 of stranger things thoughts with slight spoiler can the duffer brothers stop fcking joyce byers over for one season christ",FALSE,0,NA,2019-07-08 02:57:30,FALSE,NA,"1148063532136763393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chifaerie",0,FALSE,FALSE,NA,NA,"s3 of stranger things thoughts with slight spoiler: can the duffer brothers stop fcking joyce byers over for ONE season christ"
"299","the stranger things theme song should be on every frat party playlist",FALSE,1,NA,2019-07-08 02:57:30,FALSE,NA,"1148063531641843721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caraalindsey",0,FALSE,FALSE,NA,NA,"the stranger things theme song should be on every frat party playlist"
"300"," 4 stages of watching stranger things season 3 ",FALSE,0,NA,2019-07-08 02:57:29,FALSE,NA,"1148063527908839424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angstyfeminist",123,TRUE,FALSE,NA,NA,"RT @OfficeMemes_: 4 stages of watching Stranger Things season 3 https://t.co/q7ZCTuKhuY"
